Index,Wert
4137,30.0
4138,33.0
4139,56.0
4140,55.0
4141,53.0
4142,50.0
4143,53.0
4144,53.0
4145,56.0
4146,53.0
4147,50.0
4148,37.0
4149,39.0
4150,44.0
4151,44.0
4152,40.0
4153,41.0
4154,38.0
4155,43.0
4156,43.0
4157,33.0
4158,34.0
4159,29.0
4160,19.0
4161,37.0
4162,43.0
4163,37.0
4164,35.0
4165,38.0
4166,30.0
4167,30.0
4168,23.0
4169,28.0
4170,20.0
4171,28.0
4172,22.0
4173,20.0
4174,19.0
4175,21.0
4176,16.0
4177,33.0
4178,39.0
4179,37.0
4180,30.0
4181,32.0
4182,25.0
4183,48.0
4184,44.0
4185,45.0
4186,40.0
4187,29.0
4188,28.0
4189,30.0
4190,25.0
4191,27.0
4192,28.0
4193,28.0
4194,35.0
4195,28.0
4196,27.0
4197,43.0
4198,44.0
4199,41.0
4200,37.0
4201,39.0
4202,37.0
4203,39.0
4204,37.0
4205,30.0
4206,26.0
4207,35.0
4208,37.0
4209,33.0
4210,26.0
4211,27.0
4212,24.0
4213,20.0
4214,38.0
4215,39.0
4216,38.0
4217,29.0
4218,27.0
4219,42.0
4220,43.0
4221,37.0
4222,38.0
4223,31.0
4224,34.0
4225,30.0
4226,20.0
4227,25.0
4228,16.0
4229,21.0
4230,19.0
4231,24.0
4232,23.0
4233,35.0
4234,24.0
4235,27.0
4236,37.0
4237,34.0
4238,30.0
4239,38.0
4240,33.0
4241,40.0
4242,33.0
4243,31.0
4244,31.0
4245,45.0
4246,41.0
4247,34.0
4248,23.0
4249,30.0
4250,34.0
4251,36.0
4252,28.0
4253,39.0
4254,36.0
4255,39.0
4256,57.0
4257,58.0
4258,52.0
4259,47.0
4260,49.0
4261,52.0
4262,51.0
4263,47.0
4264,44.0
4265,50.0
4266,48.0
4267,47.0
4268,48.0
4269,51.0
4270,53.0
4271,50.0
4272,52.0
4273,46.0
4274,40.0
4275,39.0
4276,27.0
4277,19.0
4278,33.0
4279,31.0
4280,31.0
4281,36.0
4282,26.0
4283,20.0
4284,43.0
4285,38.0
4286,31.0
4287,30.0
4288,25.0
4289,20.0
4290,29.0
4291,20.0
4292,23.0
4293,16.0
4294,39.0
4295,37.0
4296,32.0
4297,36.0
4298,31.0
4299,25.0
4300,23.0
4301,28.0
4302,32.0
4303,29.0
4304,30.0
4305,23.0
4306,23.0
4307,31.0
4308,22.0
4309,47.0
4310,30.0
4311,31.0
4312,40.0
4313,39.0
4314,38.0
4315,47.0
4316,53.0
4317,49.0
4318,51.0
4319,46.0
4320,45.0
4321,41.0
4322,34.0
4323,27.0
4324,33.0
4325,43.0
4326,45.0
4327,41.0
4328,46.0
4329,55.0
4330,52.0
4331,54.0
4332,49.0
4333,54.0
4334,51.0
4335,48.0
4336,51.0
4337,53.0
4338,48.0
4339,47.0
4340,45.0
4341,41.0
4342,47.0
4343,45.0
4344,40.0
4345,38.0
4346,37.0
4347,34.0
4348,28.0
4349,19.0
4350,28.0
4351,32.0
4352,30.0
4353,27.0
4354,26.0
4355,32.0
4356,47.0
4357,44.0
4358,37.0
4359,41.0
4360,39.0
4361,27.0
4362,25.0
4363,20.0
4364,30.0
4365,21.0
4366,28.0
4367,22.0
4368,20.0
4369,18.0
4370,27.0
4371,26.0
4372,21.0
4373,26.0
4374,33.0
4375,30.0
4376,27.0
4377,22.0
4378,42.0
4379,32.0
4380,30.0
4381,30.0
4382,33.0
4383,25.0
4384,32.0
4385,43.0
4386,48.0
4387,54.0
4388,51.0
4389,55.0
4390,43.0
4391,47.0
4392,48.0
4393,45.0
4394,43.0
4395,41.0
4396,33.0
4397,36.0
4398,37.0
4399,31.0
4400,20.0
4401,25.0
4402,23.0
4403,32.0
4404,37.0
4405,29.0
4406,24.0
4407,23.0
4408,36.0
4409,28.0
4410,32.0
4411,26.0
4412,23.0
4413,37.0
4414,48.0
4415,47.0
4416,39.0
4417,33.0
4418,21.0
4419,26.0
4420,17.0
4421,20.0
4422,22.0
4423,31.0
4424,18.0
4425,30.0
4426,35.0
4427,34.0
4428,29.0
4429,21.0
4430,41.0
4431,32.0
4432,41.0
4433,37.0
4434,35.0
4435,36.0
4436,26.0
4437,21.0
4438,31.0
4439,30.0
4440,32.0
4441,32.0
4442,45.0
4443,37.0
4444,24.0
4445,34.0
4446,52.0
4447,49.0
4448,48.0
4449,43.0
4450,44.0
4451,41.0
4452,44.0
4453,41.0
4454,36.0
4455,31.0
4456,32.0
4457,33.0
4458,40.0
4459,45.0
4460,48.0
4461,50.0
4462,48.0
4463,49.0
4464,51.0
4465,49.0
4466,44.0
4467,49.0
4468,45.0
4469,35.0
4470,21.0
4471,30.0
4472,24.0
4473,34.0
4474,32.0
4475,40.0
4476,37.0
4477,27.0
4478,23.0
4479,17.0
4480,36.0
4481,30.0
4482,37.0
4483,28.0
4484,25.0
4485,19.0
4486,27.0
4487,36.0
4488,25.0
4489,23.0
4490,18.0
4491,27.0
4492,32.0
4493,40.0
4494,34.0
4495,27.0
4496,23.0
4497,23.0
4498,24.0
4499,27.0
4500,29.0
4501,41.0
4502,38.0
4503,30.0
4504,34.0
4505,43.0
4506,36.0
4507,29.0
4508,29.0
4509,39.0
4510,44.0
4511,46.0
4512,38.0
4513,37.0
4514,41.0
4515,40.0
4516,35.0
4517,36.0
4518,35.0
4519,37.0
4520,39.0
4521,31.0
4522,48.0
4523,46.0
4524,48.0
4525,49.0
4526,50.0
4527,53.0
4528,52.0
4529,51.0
4530,47.0
4531,47.0
4532,43.0
4533,44.0
4534,43.0
4535,42.0
4536,41.0
4537,42.0
4538,43.0
4539,40.0
4540,35.0
4541,26.0
4542,24.0
4543,19.0
4544,30.0
4545,26.0
4546,31.0
4547,24.0
4548,25.0
4549,38.0
4550,36.0
4551,35.0
4552,31.0
4553,24.0
4554,22.0
4555,19.0
4556,19.0
4557,25.0
4558,21.0
4559,20.0
4560,12.0
4561,33.0
4562,24.0
4563,31.0
4564,26.0
4565,29.0
4566,28.0
4567,37.0
4568,32.0
4569,33.0
4570,32.0
4571,35.0
4572,31.0
4573,38.0
4574,37.0
4575,34.0
4576,32.0
4577,27.0
4578,41.0
4579,43.0
4580,40.0
4581,48.0
4582,48.0
4583,47.0
4584,42.0
4585,41.0
4586,44.0
4587,40.0
4588,34.0
4589,34.0
4590,29.0
4591,36.0
4592,44.0
4593,45.0
4594,44.0
4595,46.0
4596,43.0
4597,39.0
4598,32.0
4599,34.0
4600,32.0
4601,20.0
4602,24.0
4603,38.0
4604,30.0
4605,25.0
4606,25.0
4607,22.0
4608,33.0
4609,37.0
4610,36.0
4611,29.0
4612,23.0
4613,16.0
4614,29.0
4615,21.0
4616,31.0
4617,24.0
4618,23.0
4619,34.0
4620,36.0
4621,45.0
4622,34.0
4623,25.0
4624,31.0
4625,37.0
4626,33.0
4627,34.0
4628,34.0
4629,30.0
4630,25.0
4631,26.0
4632,26.0
4633,26.0
4634,27.0
4635,46.0
4636,41.0
4637,31.0
4638,26.0
4639,49.0
4640,48.0
4641,48.0
4642,46.0
4643,47.0
4644,50.0
4645,49.0
4646,43.0
4647,44.0
4648,41.0
4649,33.0
4650,34.0
4651,36.0
4652,27.0
4653,21.0
4654,28.0
4655,46.0
4656,51.0
4657,52.0
4658,50.0
4659,45.0
4660,46.0
4661,52.0
4662,44.0
4663,41.0
4664,38.0
4665,36.0
4666,27.0
4667,26.0
4668,25.0
4669,25.0
4670,29.0
4671,30.0
4672,25.0
4673,23.0
4674,15.0
4675,33.0
4676,27.0
4677,25.0
4678,27.0
4679,14.0
4680,19.0
4681,20.0
4682,16.0
4683,17.0
4684,28.0
4685,30.0
4686,29.0
4687,22.0
4688,24.0
4689,32.0
4690,24.0
4691,31.0
4692,26.0
4693,21.0
4694,25.0
4695,39.0
4696,38.0
4697,43.0
4698,34.0
4699,31.0
4700,30.0
4701,42.0
4702,48.0
4703,47.0
4704,51.0
4705,48.0
4706,47.0
4707,44.0
4708,38.0
4709,34.0
4710,28.0
4711,31.0
4712,31.0
4713,33.0
4714,31.0
4715,37.0
4716,46.0
4717,48.0
4718,49.0
4719,54.0
4720,49.0
4721,46.0
4722,43.0
4723,47.0
4724,50.0
4725,47.0
4726,42.0
4727,38.0
4728,33.0
4729,34.0
4730,32.0
4731,24.0
4732,23.0
4733,21.0
4734,16.0
4735,27.0
4736,18.0
4737,17.0
4738,25.0
4739,19.0
4740,29.0
4741,21.0
4742,19.0
4743,28.0
4744,16.0
4745,21.0
4746,22.0
4747,25.0
4748,24.0
4749,19.0
4750,16.0
4751,14.0
4752,15.0
4753,20.0
4754,20.0
4755,29.0
4756,23.0
4757,23.0
4758,17.0
4759,45.0
4760,48.0
4761,42.0
4762,51.0
4763,49.0
4764,45.0
4765,44.0
4766,35.0
4767,38.0
4768,39.0
4769,40.0
4770,40.0
4771,35.0
4772,31.0
4773,31.0
4774,33.0
4775,40.0
4776,31.0
4777,38.0
4778,45.0
4779,48.0
4780,46.0
4781,49.0
4782,50.0
4783,50.0
4784,49.0
4785,47.0
4786,47.0
4787,46.0
4788,45.0
4789,46.0
4790,42.0
4791,38.0
4792,28.0
4793,28.0
4794,28.0
4795,20.0
4796,20.0
4797,20.0
4798,32.0
4799,27.0
4800,20.0
4801,30.0
4802,45.0
4803,41.0
4804,34.0
4805,33.0
4806,31.0
4807,28.0
4808,23.0
4809,26.0
4810,14.0
4811,15.0
4812,14.0
4813,14.0
4814,29.0
4815,19.0
4816,26.0
4817,15.0
4818,32.0
4819,34.0
4820,33.0
4821,24.0
4822,33.0
4823,35.0
4824,33.0
4825,45.0
4826,37.0
4827,38.0
4828,38.0
4829,36.0
4830,40.0
4831,39.0
4832,30.0
4833,32.0
4834,23.0
4835,41.0
4836,28.0
4837,35.0
4838,49.0
4839,41.0
4840,36.0
4841,29.0
4842,39.0
4843,43.0
4844,42.0
4845,43.0
4846,36.0
4847,38.0
4848,42.0
4849,39.0
4850,34.0
4851,30.0
4852,26.0
4853,25.0
4854,24.0
4855,19.0
4856,23.0
4857,36.0
4858,26.0
4859,20.0
4860,37.0
4861,45.0
4862,38.0
4863,32.0
4864,33.0
4865,29.0
4866,23.0
4867,21.0
4868,15.0
4869,18.0
4870,25.0
4871,16.0
4872,19.0
4873,18.0
4874,37.0
4875,25.0
4876,25.0
4877,29.0
4878,21.0
4879,37.0
4880,27.0
4881,21.0
4882,47.0
4883,36.0
4884,38.0
4885,35.0
4886,34.0
4887,34.0
4888,41.0
4889,41.0
4890,37.0
4891,30.0
4892,21.0
4893,43.0
4894,43.0
4895,49.0
4896,42.0
4897,39.0
4898,42.0
4899,46.0
4900,35.0
4901,27.0
4902,31.0
4903,48.0
4904,51.0
4905,53.0
4906,43.0
4907,37.0
4908,42.0
4909,47.0
4910,44.0
4911,46.0
4912,47.0
4913,43.0
4914,43.0
4915,34.0
4916,28.0
4917,27.0
4918,18.0
4919,23.0
4920,38.0
4921,26.0
4922,25.0
4923,31.0
4924,19.0
4925,41.0
4926,39.0
4927,37.0
4928,31.0
4929,30.0
4930,27.0
4931,24.0
4932,21.0
4933,25.0
4934,20.0
4935,17.0
4936,17.0
4937,23.0
4938,24.0
4939,15.0
4940,25.0
4941,43.0
4942,32.0
4943,29.0
4944,31.0
4945,28.0
4946,21.0
4947,31.0
4948,32.0
4949,24.0
4950,27.0
4951,32.0
4952,27.0
4953,28.0
4954,22.0
4955,43.0
4956,36.0
4957,32.0
4958,36.0
4959,38.0
4960,31.0
4961,29.0
4962,43.0
4963,53.0
4964,49.0
4965,45.0
4966,47.0
4967,47.0
4968,46.0
4969,47.0
4970,41.0
4971,43.0
4972,39.0
4973,32.0
4974,30.0
4975,26.0
4976,19.0
4977,33.0
4978,36.0
4979,31.0
4980,34.0
4981,37.0
4982,32.0
4983,27.0
4984,27.0
4985,35.0
4986,28.0
4987,27.0
4988,22.0
4989,21.0
4990,18.0
4991,18.0
4992,15.0
4993,21.0
4994,16.0
4995,24.0
4996,15.0
4997,16.0
4998,27.0
4999,34.0
5000,27.0
5001,21.0
5002,23.0
5003,22.0
5004,34.0
5005,32.0
5006,33.0
5007,32.0
5008,30.0
5009,23.0
5010,20.0
5011,28.0
5012,27.0
5013,34.0
5014,38.0
5015,39.0
5016,27.0
5017,29.0
5018,50.0
5019,50.0
5020,51.0
5021,50.0
5022,43.0
5023,46.0
5024,43.0
5025,47.0
5026,45.0
5027,43.0
5028,43.0
5029,36.0
5030,36.0
5031,36.0
5032,41.0
5033,43.0
5034,36.0
5035,32.0
5036,23.0
5037,26.0
5038,16.0
5039,38.0
5040,31.0
5041,26.0
5042,30.0
5043,20.0
5044,31.0
5045,37.0
5046,41.0
5047,39.0
5048,30.0
5049,32.0
5050,30.0
5051,21.0
5052,22.0
5053,17.0
5054,15.0
5055,19.0
5056,12.0
5057,36.0
5058,36.0
5059,27.0
5060,29.0
5061,32.0
5062,25.0
5063,25.0
5064,40.0
5065,32.0
5066,38.0
5067,36.0
5068,32.0
5069,31.0
5070,25.0
5071,27.0
5072,25.0
5073,28.0
5074,26.0
5075,39.0
5076,31.0
5077,21.0
5078,31.0
5079,33.0
5080,37.0
5081,28.0
5082,38.0
5083,34.0
5084,26.0
5085,36.0
5086,44.0
5087,48.0
5088,42.0
5089,42.0
5090,44.0
5091,44.0
5092,42.0
5093,37.0
5094,33.0
5095,27.0
5096,26.0
5097,17.0
5098,22.0
5099,15.0
5100,39.0
5101,41.0
5102,35.0
5103,23.0
5104,31.0
5105,21.0
5106,35.0
5107,33.0
5108,33.0
5109,26.0
5110,21.0
5111,22.0
5112,20.0
5113,17.0
5114,28.0
5115,25.0
5116,22.0
5117,23.0
5118,16.0
5119,43.0
5120,33.0
5121,25.0
5122,31.0
5123,38.0
5124,30.0
5125,25.0
5126,49.0
5127,38.0
5128,35.0
5129,30.0
5130,22.0
5131,28.0
5132,22.0
5133,31.0
5134,36.0
5135,45.0
5136,34.0
5137,27.0
5138,24.0
5139,28.0
5140,37.0
5141,49.0
5142,52.0
5143,50.0
5144,51.0
5145,49.0
5146,47.0
5147,48.0
5148,46.0
5149,42.0
5150,40.0
5151,32.0
5152,24.0
5153,27.0
5154,16.0
5155,27.0
5156,32.0
5157,43.0
5158,40.0
5159,38.0
5160,29.0
5161,27.0
5162,21.0
5163,21.0
5164,22.0
5165,28.0
5166,23.0
5167,31.0
5168,23.0
5169,21.0
5170,27.0
5171,30.0
5172,26.0
5173,33.0
5174,27.0
5175,17.0
5176,14.0
5177,20.0
5178,20.0
5179,22.0
5180,14.0
5181,28.0
5182,22.0
5183,23.0
5184,20.0
5185,25.0
5186,27.0
5187,27.0
5188,23.0
5189,20.0
5190,19.0
5191,28.0
5192,29.0
5193,27.0
5194,30.0
5195,31.0
5196,32.0
5197,23.0
5198,27.0
5199,26.0
5200,35.0
5201,32.0
5202,32.0
5203,33.0
5204,35.0
5205,33.0
5206,31.0
5207,37.0
5208,49.0
5209,43.0
5210,45.0
5211,46.0
5212,46.0
5213,44.0
5214,38.0
5215,33.0
5216,35.0
5217,39.0
5218,38.0
5219,31.0
5220,23.0
5221,21.0
5222,17.0
5223,17.0
5224,30.0
5225,41.0
5226,36.0
5227,29.0
5228,21.0
5229,25.0
5230,33.0
5231,32.0
5232,35.0
5233,32.0
5234,31.0
5235,26.0
5236,23.0
5237,18.0
5238,27.0
5239,16.0
5240,21.0
5241,13.0
5242,17.0
5243,22.0
5244,34.0
5245,26.0
5246,20.0
5247,29.0
5248,39.0
5249,35.0
5250,28.0
5251,28.0
5252,23.0
5253,24.0
5254,37.0
5255,26.0
5256,27.0
5257,35.0
5258,32.0
5259,29.0
5260,30.0
5261,26.0
5262,19.0
5263,35.0
5264,35.0
5265,32.0
5266,29.0
5267,33.0
5268,33.0
5269,27.0
5270,44.0
5271,51.0
5272,45.0
5273,46.0
5274,42.0
5275,34.0
5276,38.0
5277,41.0
5278,41.0
5279,41.0
5280,43.0
5281,40.0
5282,36.0
5283,29.0
5284,29.0
5285,27.0
5286,18.0
5287,25.0
5288,25.0
5289,25.0
5290,20.0
5291,19.0
5292,32.0
5293,32.0
5294,36.0
5295,32.0
5296,23.0
5297,23.0
5298,17.0
5299,13.0
5300,19.0
5301,24.0
5302,20.0
5303,20.0
5304,17.0
5305,28.0
5306,32.0
5307,27.0
5308,22.0
5309,16.0
5310,35.0
5311,28.0
5312,33.0
5313,41.0
5314,39.0
5315,37.0
5316,31.0
5317,27.0
5318,23.0
5319,23.0
5320,38.0
5321,35.0
5322,45.0
5323,43.0
5324,38.0
5325,44.0
5326,47.0
5327,39.0
5328,28.0
5329,37.0
5330,44.0
5331,51.0
5332,48.0
5333,43.0
5334,43.0
5335,45.0
5336,44.0
5337,42.0
5338,42.0
5339,42.0
5340,43.0
5341,43.0
5342,45.0
5343,43.0
5344,38.0
5345,24.0
5346,27.0
5347,14.0
5348,21.0
5349,30.0
5350,24.0
5351,31.0
5352,22.0
5353,22.0
5354,35.0
5355,31.0
5356,35.0
5357,32.0
5358,31.0
5359,23.0
5360,23.0
5361,15.0
5362,15.0
5363,22.0
5364,15.0
5365,26.0
5366,23.0
5367,26.0
5368,22.0
5369,19.0
5370,38.0
5371,33.0
5372,25.0
5373,25.0
5374,15.0
5375,33.0
5376,36.0
5377,31.0
5378,31.0
5379,30.0
5380,31.0
5381,25.0
5382,29.0
5383,24.0
5384,29.0
5385,30.0
5386,31.0
5387,35.0
5388,34.0
5389,37.0
5390,34.0
5391,42.0
5392,42.0
5393,44.0
5394,43.0
5395,47.0
5396,46.0
5397,42.0
5398,41.0
5399,37.0
5400,36.0
5401,40.0
5402,41.0
5403,41.0
5404,36.0
5405,28.0
5406,22.0
5407,23.0
5408,24.0
5409,30.0
5410,25.0
5411,27.0
5412,24.0
5413,21.0
5414,45.0
5415,40.0
5416,44.0
5417,41.0
5418,38.0
5419,34.0
5420,29.0
5421,24.0
5422,22.0
5423,15.0
5424,19.0
5425,18.0
5426,17.0
5427,19.0
5428,23.0
5429,28.0
5430,18.0
5431,27.0
5432,14.0
5433,43.0
5434,34.0
5435,28.0
5436,38.0
5437,33.0
5438,32.0
5439,29.0
5440,19.0
5441,28.0
5442,23.0
5443,26.0
5444,32.0
5445,31.0
5446,26.0
5447,28.0
5448,23.0
5449,37.0
5450,45.0
5451,38.0
5452,31.0
5453,32.0
5454,29.0
5455,42.0
5456,49.0
5457,48.0
5458,43.0
5459,43.0
5460,47.0
5461,45.0
5462,40.0
5463,39.0
5464,35.0
5465,30.0
5466,27.0
5467,22.0
5468,24.0
5469,21.0
5470,35.0
5471,32.0
5472,31.0
5473,22.0
5474,25.0
5475,29.0
5476,32.0
5477,35.0
5478,37.0
5479,29.0
5480,23.0
5481,21.0
5482,16.0
5483,18.0
5484,18.0
5485,15.0
5486,18.0
5487,17.0
5488,24.0
5489,23.0
5490,26.0
5491,31.0
5492,28.0
5493,23.0
5494,17.0
5495,31.0
5496,25.0
5497,36.0
5498,37.0
5499,32.0
5500,32.0
5501,24.0
5502,28.0
5503,19.0
5504,37.0
5505,36.0
5506,42.0
5507,40.0
5508,27.0
5509,30.0
5510,45.0
5511,37.0
5512,33.0
5513,50.0
5514,49.0
5515,51.0
5516,52.0
5517,46.0
5518,47.0
5519,45.0
5520,43.0
5521,47.0
5522,44.0
5523,41.0
5524,37.0
5525,36.0
5526,32.0
5527,32.0
5528,29.0
5529,19.0
5530,20.0
5531,33.0
5532,30.0
5533,32.0
5534,24.0
5535,24.0
5536,22.0
5537,40.0
5538,32.0
5539,38.0
5540,33.0
5541,26.0
5542,19.0
5543,19.0
5544,11.0
5545,23.0
5546,18.0
5547,20.0
5548,17.0
5549,17.0
5550,12.0
5551,19.0
5552,24.0
5553,32.0
5554,27.0
5555,25.0
5556,22.0
5557,17.0
5558,30.0
5559,34.0
5560,37.0
5561,31.0
5562,22.0
5563,25.0
5564,19.0
5565,23.0
5566,36.0
5567,32.0
5568,34.0
5569,31.0
5570,25.0
5571,25.0
5572,40.0
5573,42.0
5574,40.0
5575,45.0
5576,49.0
5577,47.0
5578,46.0
5579,46.0
5580,48.0
5581,41.0
5582,36.0
5583,28.0
5584,29.0
5585,20.0
5586,20.0
5587,15.0
5588,25.0
5589,23.0
5590,23.0
5591,16.0
5592,12.0
5593,26.0
5594,26.0
5595,16.0
5596,15.0
5597,19.0
5598,19.0
5599,14.0
5600,37.0
5601,30.0
5602,29.0
5603,28.0
5604,21.0
5605,18.0
5606,18.0
5607,27.0
5608,24.0
5609,28.0
5610,19.0
5611,15.0
5612,29.0
5613,26.0
5614,31.0
5615,25.0
5616,30.0
5617,48.0
5618,45.0
5619,49.0
5620,45.0
5621,47.0
5622,44.0
5623,38.0
5624,37.0
5625,43.0
5626,43.0
5627,41.0
5628,40.0
5629,35.0
5630,35.0
5631,34.0
5632,39.0
5633,44.0
5634,44.0
5635,43.0
5636,38.0
5637,43.0
5638,46.0
5639,48.0
5640,49.0
5641,49.0
5642,44.0
5643,41.0
5644,41.0
5645,38.0
5646,32.0
5647,37.0
5648,39.0
5649,40.0
5650,34.0
5651,26.0
5652,24.0
5653,24.0
5654,21.0
5655,31.0
5656,24.0
5657,27.0
5658,18.0
5659,23.0
5660,39.0
5661,38.0
5662,40.0
5663,32.0
5664,29.0
5665,30.0
5666,22.0
5667,20.0
5668,19.0
5669,17.0
5670,18.0
5671,14.0
5672,16.0
5673,23.0
5674,25.0
5675,22.0
5676,17.0
5677,38.0
5678,25.0
5679,26.0
5680,13.0
5681,17.0
5682,27.0
5683,31.0
5684,33.0
5685,31.0
5686,33.0
5687,32.0
5688,25.0
5689,17.0
5690,19.0
5691,25.0
5692,36.0
5693,38.0
5694,38.0
5695,30.0
5696,28.0
5697,40.0
5698,48.0
5699,48.0
5700,50.0
5701,47.0
5702,47.0
5703,46.0
5704,45.0
5705,43.0
5706,43.0
5707,39.0
5708,29.0
5709,22.0
5710,25.0
5711,18.0
5712,20.0
5713,18.0
5714,14.0
5715,16.0
5716,14.0
5717,33.0
5718,28.0
5719,22.0
5720,19.0
5721,22.0
5722,17.0
5723,26.0
5724,23.0
5725,20.0
5726,21.0
5727,18.0
5728,16.0
5729,22.0
5730,21.0
5731,13.0
5732,12.0
5733,26.0
5734,37.0
5735,35.0
5736,32.0
5737,29.0
5738,38.0
5739,47.0
5740,51.0
5741,48.0
5742,45.0
5743,48.0
5744,46.0
5745,42.0
5746,42.0
5747,36.0
5748,33.0
5749,33.0
5750,35.0
5751,38.0
5752,37.0
5753,31.0
5754,29.0
5755,34.0
5756,46.0
5757,50.0
5758,53.0
5759,49.0
5760,50.0
5761,47.0
5762,43.0
5763,48.0
5764,46.0
5765,41.0
5766,44.0
5767,42.0
5768,42.0
5769,42.0
5770,42.0
5771,41.0
5772,28.0
5773,29.0
5774,24.0
5775,22.0
5776,26.0
5777,32.0
5778,30.0
5779,31.0
5780,29.0
5781,22.0
5782,29.0
5783,37.0
5784,38.0
5785,38.0
5786,30.0
5787,33.0
5788,27.0
5789,22.0
5790,21.0
5791,18.0
5792,25.0
5793,15.0
5794,14.0
5795,19.0
5796,23.0
5797,27.0
5798,33.0
5799,24.0
5800,23.0
5801,35.0
5802,32.0
5803,30.0
5804,39.0
5805,41.0
5806,36.0
5807,29.0
5808,26.0
5809,20.0
5810,33.0
5811,28.0
5812,26.0
5813,33.0
5814,31.0
5815,28.0
5816,22.0
5817,30.0
5818,33.0
5819,32.0
5820,26.0
5821,29.0
5822,25.0
5823,43.0
5824,46.0
5825,44.0
5826,42.0
5827,41.0
5828,42.0
5829,42.0
5830,45.0
5831,40.0
5832,44.0
5833,42.0
5834,34.0
5835,27.0
5836,29.0
5837,24.0
5838,21.0
5839,28.0
5840,21.0
5841,30.0
5842,17.0
5843,21.0
5844,33.0
5845,30.0
5846,35.0
5847,34.0
5848,28.0
5849,23.0
5850,21.0
5851,14.0
5852,18.0
5853,20.0
5854,15.0
5855,16.0
5856,16.0
5857,20.0
5858,32.0
5859,27.0
5860,24.0
5861,18.0
5862,25.0
5863,28.0
5864,38.0
5865,43.0
5866,42.0
5867,37.0
5868,32.0
5869,26.0
5870,22.0
5871,19.0
5872,41.0
5873,35.0
5874,38.0
5875,34.0
5876,27.0
5877,29.0
5878,44.0
5879,40.0
5880,27.0
5881,43.0
5882,46.0
5883,47.0
5884,46.0
5885,43.0
5886,40.0
5887,40.0
5888,40.0
5889,39.0
5890,39.0
5891,41.0
5892,40.0
5893,42.0
5894,40.0
5895,34.0
5896,30.0
5897,27.0
5898,23.0
5899,22.0
5900,39.0
5901,34.0
5902,32.0
5903,27.0
5904,28.0
5905,19.0
5906,30.0
5907,32.0
5908,27.0
5909,24.0
5910,18.0
5911,12.0
5912,11.0
5913,11.0
5914,19.0
5915,19.0
5916,17.0
5917,11.0
5918,20.0
5919,46.0
5920,37.0
5921,26.0
5922,22.0
5923,18.0
5924,28.0
5925,32.0
5926,37.0
5927,33.0
5928,29.0
5929,24.0
5930,22.0
5931,19.0
5932,23.0
5933,35.0
5934,29.0
5935,31.0
5936,28.0
5937,25.0
5938,25.0
5939,46.0
5940,46.0
5941,43.0
5942,45.0
5943,47.0
5944,45.0
5945,46.0
5946,43.0
5947,45.0
5948,42.0
5949,41.0
5950,36.0
5951,33.0
5952,37.0
5953,40.0
5954,42.0
5955,42.0
5956,43.0
5957,38.0
5958,28.0
5959,25.0
5960,18.0
5961,22.0
5962,30.0
5963,21.0
5964,25.0
5965,14.0
5966,17.0
5967,30.0
5968,35.0
5969,38.0
5970,34.0
5971,26.0
5972,21.0
5973,18.0
5974,15.0
5975,11.0
5976,18.0
5977,39.0
5978,36.0
5979,28.0
5980,21.0
5981,28.0
5982,15.0
5983,35.0
5984,32.0
5985,35.0
5986,30.0
5987,28.0
5988,23.0
5989,21.0
5990,24.0
5991,35.0
5992,29.0
5993,39.0
5994,37.0
5995,29.0
5996,30.0
5997,32.0
5998,45.0
5999,46.0
6000,47.0
6001,49.0
6002,46.0
6003,48.0
6004,48.0
6005,48.0
6006,47.0
6007,44.0
6008,40.0
6009,43.0
6010,38.0
6011,36.0
6012,35.0
6013,38.0
6014,36.0
6015,33.0
6016,27.0
6017,22.0
6018,20.0
6019,20.0
6020,31.0
6021,18.0
6022,25.0
6023,15.0
6024,36.0
6025,32.0
6026,35.0
6027,32.0
6028,35.0
6029,34.0
6030,25.0
6031,22.0
6032,15.0
6033,27.0
6034,17.0
6035,25.0
6036,18.0
6037,18.0
6038,13.0
6039,35.0
6040,28.0
6041,22.0
6042,27.0
6043,36.0
6044,29.0
6045,29.0
6046,47.0
6047,41.0
6048,35.0
6049,25.0
6050,25.0
6051,26.0
6052,22.0
6053,39.0
6054,36.0
6055,42.0
6056,37.0
6057,31.0
6058,27.0
6059,27.0
6060,38.0
6061,36.0
6062,40.0
6063,46.0
6064,45.0
6065,45.0
6066,44.0
6067,44.0
6068,45.0
6069,44.0
6070,43.0
6071,36.0
6072,32.0
6073,32.0
6074,30.0
6075,27.0
6076,28.0
6077,28.0
6078,25.0
6079,40.0
6080,38.0
6081,37.0
6082,28.0
6083,23.0
6084,25.0
6085,20.0
6086,11.0
6087,37.0
6088,33.0
6089,26.0
6090,22.0
6091,21.0
6092,25.0
6093,25.0
6094,20.0
6095,22.0
6096,16.0
6097,15.0
6098,11.0
6099,12.0
6100,20.0
6101,16.0
6102,34.0
6103,36.0
6104,32.0
6105,26.0
6106,29.0
6107,28.0
6108,29.0
6109,24.0
6110,24.0
6111,17.0
6112,20.0
6113,21.0
6114,22.0
6115,20.0
6116,26.0
6117,18.0
6118,27.0
6119,16.0
6120,31.0
6121,46.0
6122,46.0
6123,40.0
6124,35.0
6125,29.0
6126,26.0
6127,26.0
6128,25.0
6129,35.0
6130,22.0
6131,27.0
6132,17.0
6133,18.0
6134,15.0
6135,39.0
